AnimalName,Symptoms1,Symptoms2,Symptoms3,Symptoms4,Symptoms5,AnimalGroup,Diel Activity,Mean Body Temperature (°C),Dangerous
Elephant,Blood stool,Diarrhea,Coughing,Weight loss,Anemia,Mammals,Diurnal,37.3 °C,Yes
Elephant,Wheezing,Rapid Breathing,Coughing,Swallowing,Effort to breath,Mammals,Diurnal,37.3 °C,Yes
Elephant,Fever,Mild sneezing,Coughing,Nasal,Ocular discharge,Mammals,Diurnal,37.3 °C,Yes
Elephant,changed gait,dull ness,diffuse,difficulty diagnosis,Anemia,Mammals,Diurnal,37.3 °C,Yes
Elephant,Fever,Difficulty in breathing,Dribbling of saliva,Inability of Swalllon Feeding,Moist and painfull,Mammals,Diurnal,37.3 °C,Yes
Elephant,Discomfort,Diarrhea,Dry or dull hair,Grinding teeth,Pain,Mammals,Diurnal,37.3 °C,Yes
Elephant,Watering Diarrhea,Depression,Emaciation,Ruffled Coat,Lethargy,Mammals,Diurnal,37.3 °C,Yes
Elephant,Fever,Diarrhea,Enteritis,Weight loss,Stomach  cramps,Mammals,Diurnal,37.3 °C,Yes
Elephant,Fever,Loss of appetite,Eyeproblem,Liver disease,Nuerological,Mammals,Diurnal,37.3 °C,Yes
Elephant,Swelling on leg,Heat,Hardness,Redness,Pain,Mammals,Diurnal,37.3 °C,Yes
Elephant,Fever,Dull,Hind quarted soil,Animal stop feed,Decrease in milk production,Mammals,Diurnal,37.3 °C,Yes
Elephant,swollen,red-colored,hot udder,Milk getting out more watery,Milk getting out more thick,Mammals,Diurnal,37.3 °C,Yes
Elephant,Nasal discharge,Nosebleeds,inflamed nostrils,Sneezing,Lound breathing,Mammals,Diurnal,37.3 °C,Yes
Elephant,Sensitivity to bright light,Disharge from affected eye,Inflammation,Clouded cornea,Rubbing eye,Mammals,Diurnal,37.3 °C,Yes
Elephant,Floopy muscle,Speech delay,Intellectual disability,Walking problem,Eye movements,Mammals,Diurnal,37.3 °C,Yes
Elephant,Fever,Slightly Swollen,Lession on the skin,Milky Hard,Papules appear on teats anad udder,Mammals,Diurnal,37.3 °C,Yes
Elephant,Jaundice,Weekness,Lethargy,Weight loss,Anorexia,Mammals,Diurnal,37.3 °C,Yes
Elephant,Skin irritation,Scartching,Lethargy,Hair loss,Excessive grooming,Mammals,Diurnal,37.3 °C,Yes
Elephant,Fever,Swelling  in the bite area,Lethargy,Limp,Pain,Mammals,Diurnal,37.3 °C,Yes
Elephant,undernutrition,drinking polluted water,listlessness,Staggering,anorexia,Mammals,Diurnal,37.3 °C,Yes
Elephant,Fever,weakened legs,los of the ability to walk,Mammary glads,Fluif filled blisters,Mammals,Diurnal,37.3 °C,Yes
Elephant,Fever,weakened legs,los of the ability to walk,Weight loss,Lameness,Mammals,Diurnal,37.3 °C,Yes
Elephant,loss in weight,emaciation,loss of appetite,Weakness,diarrhoea,Mammals,Diurnal,37.3 °C,Yes
Elephant,Excitability,Nervousness,loss of appetite,Hyper sensitivity,Weakness,Mammals,Diurnal,37.3 °C,Yes
Elephant,changed gait,dull ness,muscles problem,Pain,Pains,Mammals,Diurnal,37.3 °C,Yes
Elephant,Most often none,Sneezing,Nasal Discharge,Dyspnea,Pain,Mammals,Diurnal,37.3 °C,Yes
Elephant,Loss of appetite,Swelling,Nasal Discharge,Blindness,Lethargy,Mammals,Diurnal,37.3 °C,Yes
Elephant,Fever,Animal become lame,Prostrat,Painfull Swalling,Lameness,Mammals,Diurnal,37.3 °C,Yes
Elephant,Lession on cat skin,Dandruff in cat coat,Red patches,Hair loss,Skin issue,Mammals,Diurnal,37.3 °C,Yes
Elephant,Fever,Depression,Relunctance to move,Salivation,Nasal Discharge,Mammals,Diurnal,37.3 °C,Yes
Elephant,loss of appetite,diarrhea,ruffled feathers,Weight loss,Inability to absorb nutrients,Mammals,Diurnal,37.3 °C,Yes
Elephant,loss of appetite,thirst,ruffled feathers,Closed eyes,Diarrhea,Mammals,Diurnal,37.3 °C,Yes
Elephant,Scaly patches of skin,Sore,Scabs,Scartch,Hair loss,Mammals,Diurnal,37.3 °C,Yes
Elephant,Fever,Pox lession on skin,Skin reashes,Nasal discharge,Mortality varies,Mammals,Diurnal,37.3 °C,Yes
Elephant,Fever,Chills,Skin ulcer,Exhaustion,Swollen and painfull,Mammals,Diurnal,37.3 °C,Yes
Elephant,Fever,PneumoniaÂ ,Stand with head droping,Weight loss,Abnormal behaviour,Mammals,Diurnal,37.3 °C,Yes
Elephant,Tenderness,Erythema,Swelling ,Scartch,Pain,Mammals,Diurnal,37.3 °C,Yes
Elephant,Normal appetite,Diarrhea,Swelling may occur under jaw,Weight loss,Drop in milk production,Mammals,Diurnal,37.3 °C,Yes
Elephant,loss of appetite,diarrhea,swollen purple wattle,Swollen comb,Lameness,Mammals,Diurnal,37.3 °C,Yes
Elephant,Fever,Distress,Trembling,Staggering,Convulsion,Mammals,Diurnal,37.3 °C,Yes
Elephant,Polyuria,Loss of  appetite,Vomiting,Weight loss,Polydipsa,Mammals,Diurnal,37.3 °C,Yes
Elephant,Exessive Urination,Change in gait,Vomiting,Weight loss,Inability to jump,Mammals,Diurnal,37.3 °C,Yes
Elephant,Lethargy,Diarrhea,Vomiting,Discharge from eye,Anorexia,Mammals,Diurnal,37.3 °C,Yes
Elephant,Fever,Diarrhea,Vomiting,Cramps,Dehydration,Mammals,Diurnal,37.3 °C,Yes
Elephant,Fever,Diarrhea,Vomiting,Salivation,Decrease appetite,Mammals,Diurnal,37.3 °C,Yes
Elephant,Fatty stool,Diarrhea,Vomiting,Weight loss,Pain,Mammals,Diurnal,37.3 °C,Yes
Elephant,Nausea,Loss of appetite,Vomiting,Firm,Distended stomach,Mammals,Diurnal,37.3 °C,Yes
Elephant,Fever,Diarrhea,Vomiting,Blood from mouth,Shock,Mammals,Diurnal,37.3 °C,Yes
Elephant,Red on affected area,Horny growth,Wart-like growth,Red skin,Lesions on ear,Mammals,Diurnal,37.3 °C,Yes
Elephant,Abortion at the end of gestation,Fatigue,weak calves,Join pains,Swelling of internal organs,Mammals,Diurnal,37.3 °C,Yes
Elk,wasting,stumbling,listlessness,drooling,urination problem,Mammals,Diurnal,37.3 °C,Yes
Fowl,Constant pacing,Facial muscle twitching,abnormalalities,Blindness,Muscle pain,Aves,Diurnal,41.5 °C,Yes
Fowl,Red Tinge,Slim over the shell,Bad smell,Easily damage shell,Flaking of the Scutes,Aves,Diurnal,41.5 °C,Yes
Fowl,Indigestion,Abdminal pain,Constipation,Diarrhea,Nausea,Aves,Diurnal,41.5 °C,Yes
Fowl,Fever,Chills,Coughing,Progressive weakness,Joint Pain,Aves,Diurnal,41.5 °C,Yes
Fowl,Dullness,Lacrimation,Coughing,Diarrhea,Seizures,Aves,Diurnal,41.5 °C,Yes
Fowl,Runny nose,Difficulty in breathing,Coughing,Weakness,Loss of appettite,Aves,Diurnal,41.5 °C,Yes
Fowl,Emaciation,Edema in lower jaw,Coughing,Shivering,Anemia,Aves,Diurnal,41.5 °C,Yes
Fowl,Bald patches,Hair loss,Crusty,Flaky,Red lesion from bald patches,Aves,Diurnal,41.5 °C,Yes
Fowl,Eye redness,Frequent eye Infections,Crusty eye lashes and matting of eyelashes,foul smelling stools,Â increased passing gas,Aves,Diurnal,41.5 °C,Yes
Fowl,Fever,Uncharacteristic hiding,Depression,Dehydration,Stopped eat,Aves,Diurnal,41.5 °C,Yes
Fowl,Fever,Lack of coordination,Depression,Salivation,Facial paralysis,Aves,Diurnal,41.5 °C,Yes
Fowl,Poor condition,Enlarged lymph nodes,Diarrhea,Weight loss,Pain,Aves,Diurnal,41.5 °C,Yes
Fowl,unable to urinate,LightheadednessÂ ,droopiness,rectal bleeding,swollen abdomen,Aves,Diurnal,41.5 °C,Yes
Fowl,cough,sneeze,droopy wings,twisted neck,droopy wings,Aves,Diurnal,41.5 °C,Yes
Fowl,Ring shaped Lesion,Round patches,Dry skin,Size of lesions vary,Pain,Aves,Diurnal,41.5 °C,Yes
Fowl,Poor growth,Short stature,Enlargement of bones,Lameness,Weigth bearing long bones,Aves,Diurnal,41.5 °C,Yes
Fowl,Fever,Wound lesion,Excess salivary,Difficult in walking,Pain,Aves,Diurnal,41.5 °C,Yes
Fowl,extending its neck,gasping for air,gasping for breath,difficulty swallowing,gasping for breath,Aves,Diurnal,41.5 °C,Yes
Fowl,Thicked skin,Hair tining,Hair loss,Scabbing,Itchiness,Aves,Diurnal,41.5 °C,Yes
Fowl,Thick Crusting,Itchiness,Hair loss,Watery eye,Pain,Aves,Diurnal,41.5 °C,Yes
Fowl,Fever,Chills,Headache,Nausea,Pain,Aves,Diurnal,41.5 °C,Yes
Fowl,Fever,Tiredness,Headache,Skin rashes,Pain,Aves,Diurnal,41.5 °C,Yes
Fowl,Fever,Hemolytic anemia,Hemoglobinuria,pulmonary congestion,Jaundice,Aves,Diurnal,41.5 °C,Yes
Fowl,Fever,Dark colored bloody,Incoordination,Difficulty in breathing,Terminal convulsion,Aves,Diurnal,41.5 °C,Yes
Fowl,Fever,Poor coat condition,Infection of the skin,Weight loss,Fatique,Aves,Diurnal,41.5 °C,Yes
Fowl,Vomiting,Bloody diarrhea,Lethargy,Dehydration,Anorexia,Aves,Diurnal,41.5 °C,Yes
Fowl,nausea,vomiting,loss of appetite,experiencing changes in weight,Â pain and bloating,Aves,Diurnal,41.5 °C,Yes
Fowl,Fever,Diarrhea,loss of appetite,Colic,Weakness,Aves,Diurnal,41.5 °C,Yes
Fowl,Fever,Depression,loss of appetite,Stumbling,Ataxia,Aves,Diurnal,41.5 °C,Yes
Fowl,Bubbles in the mouth,Wheezing,loss of appetite,Lethargy,Nasal Discharge,Aves,Diurnal,41.5 °C,Yes
Fowl,Changes in outer layer skin,Swelling of eye,loss of appetite,Lethargy,Respiratory infection,Aves,Diurnal,41.5 °C,Yes
Fowl,Smell,Diarrhea,loss of appetite,Excess sleeping,Folded Ears,Aves,Diurnal,41.5 °C,Yes
Fowl,Loss of activity,Rough coat,loss of appetite,Weight loss,Eventually death,Aves,Diurnal,41.5 °C,Yes
Fowl,NosebleedÂ ,Trauma,mild weakness,Nose picking,Dry air,Aves,Diurnal,41.5 °C,Yes
Fowl,Fever,Respiratory distress,Mucous discharge,Reduce feed,Weight gain,Aves,Diurnal,41.5 °C,Yes
Fowl,Fever,Diarrhea,Muscle weakness,Muscle pain,Abdonormal discomfort,Aves,Diurnal,41.5 °C,Yes
Fowl,Upset stomach,Loss of appetite,Nause,Weight loss,Abdonormal pain,Aves,Diurnal,41.5 °C,Yes
Fowl,Fever,Respiratory distress,Occular discharge,Mouth lesion,Nasal Discharge,Aves,Diurnal,41.5 °C,Yes
Fowl,Fever,Nasal discharge,Respiratory distress,Pox lesion,Pain,Aves,Diurnal,41.5 °C,Yes
Fowl,Abortion on late pregancy,Stillbirth,Retained Placenda,Endomeritis,Decrease appetite,Aves,Diurnal,41.5 °C,Yes
Fowl,Loss od appetite,Wheezing,Seizuers,Skin rashes,Fatique,Aves,Diurnal,41.5 °C,Yes
Fowl,Partial Paralysis,Staggering as drunk,Self Mutilation,Acting aggressive,Acting unnaturally tame,Aves,Diurnal,41.5 °C,Yes
Fowl,Fever,Muscle Loss,Skeleten pain,Weight loss,Wasting,Aves,Diurnal,41.5 °C,Yes
Fowl,Sores on lip,Infection,Sores on lower leg and teats,Lesion,Pain,Aves,Diurnal,41.5 °C,Yes
Fowl,Abortion,Mummification,Stillbirth,Weak kids,Pain,Aves,Diurnal,41.5 °C,Yes
Fowl,Fever,Chills,Sweat,Head ache,Fatique,Aves,Diurnal,41.5 °C,Yes
Fowl,Fever,Diarrhea,Swelling,Weight loss,Pain,Aves,Diurnal,41.5 °C,Yes
Fowl,Fever,Dysentery,Swelling,Immediate death,Pain,Aves,Diurnal,41.5 °C,Yes
Fowl,Oedema,Swelling of face or leg,Swelling of neck,Weight loss,Pain,Aves,Diurnal,41.5 °C,Yes
Fowl,Swelling of udder,change in milk,Swollen,Tender to touch,Pain,Aves,Diurnal,41.5 °C,Yes
Fowl,Weakness,Stiffness,Trembling,White mark on the muscle,Loss of vitamin E,Aves,Diurnal,41.5 °C,Yes
Fowl,Heavy infection,Diarrhea,Vitamin and minerals defiency,Weight loss,Pain,Aves,Diurnal,41.5 °C,Yes
Fowl,Passing of undigested food,Diarrhea,Vomiting,Gas or bloating,Dehydration,Aves,Diurnal,41.5 °C,Yes
Fowl,Fever,Diarrhea,Vomiting,Dehydration,Pain,Aves,Diurnal,41.5 °C,Yes
Fowl,Facial edema,Loss of earing,Vomiting,Head ache,Throat and Ear pain,Aves,Diurnal,41.5 °C,Yes
Fowl,General malaise,Hepatic failure,Vomiting,Weight loss,Abdonormal pain,Aves,Diurnal,41.5 °C,Yes
Fowl,Blood in urine,Diarrhea,Vomiting,Lethargy,Bleeding in eye and skin,Aves,Diurnal,41.5 °C,Yes
Fowl,Fever,Diarrhea,Vomiting,Stomach cramps,Nausea,Aves,Diurnal,41.5 °C,Yes
Fowl,Fever,Loss of appetite,Weakness,Weight loss,Vomitting,Aves,Diurnal,41.5 °C,Yes
Fowl,Fever,Malaise,Weakness,Weight loss,Pain,Aves,Diurnal,41.5 °C,Yes
Fowl,paresis,paralysis,Weakness,Stomach cramps,Diarrhea,Aves,Diurnal,41.5 °C,Yes
Fowl,Decreased milk,Holding limbs off the ground,Weight loss,Lameness,Wool production,Aves,Diurnal,41.5 °C,Yes
Horse,Fever,Ataxia,Aggressiveness,Depression,Obscure Lameness,Mammals,Diurnal,37.3 °C,Yes
Horse,Ring shaped Lesion,Round patches,Dry skin,Size of lesions vary,Pain,Mammals,Diurnal,37.3 °C,Yes
Horse,Fever,Abortion,Kidney failure,Inflammation of eye,Eye redness,Mammals,Diurnal,37.3 °C,Yes
Horse,head tilt,lathargy,lathargy,urine dribbling,inability to rise,Mammals,Diurnal,37.3 °C,Yes
Horse,Fever,Body stiffness,Lethargy,Severe inflammation,Pain,Mammals,Diurnal,37.3 °C,Yes
Horse,Fever,Diarrhea,loss of appetite,Colic,Weakness,Mammals,Diurnal,37.3 °C,Yes
Horse,Fever,Depression,loss of appetite,Stumbling,Ataxia,Mammals,Diurnal,37.3 °C,Yes
Horse,fever,mild colic,loss of tail tone,loss of appetite,depression,Mammals,Diurnal,37.3 °C,Yes
Horse,fever,nasal discharge,muscular stiffness,swollen lymph nodes,depression,Mammals,Diurnal,37.3 °C,Yes
Horse,Sudden death,Trouble walking,Paralysis,Depression,Convulsion,Mammals,Diurnal,37.3 °C,Yes
Horse,fever,loss of appetite,respiratory noise,Weight loss,depression,Mammals,Diurnal,37.3 °C,Yes
Horse,Small red bumps,PneumoniaÂ ,Septic Arthritis,Skin infection,Pain,Mammals,Diurnal,37.3 °C,Yes
Horse,Fever,Chills,Severe colic,Weakness,Anorexia,Mammals,Diurnal,37.3 °C,Yes
Horse,sweating,muscular spasms,thirst,Weight loss,difficulty moving and eating,Mammals,Diurnal,37.3 °C,Yes
Horse,Sickness,Diarrhea,Weight loss,Nausea,Dehydration,Mammals,Diurnal,37.3 °C,Yes
Lion,Dullness,Lacrimation,Coughing,Diarrhea,Seizures,Mammals,Diurnal,37.3 °C,Yes
Lion,Fever,Uncharacteristic hiding,Depression,Dehydration,Stopped eat,Mammals,Diurnal,37.3 °C,Yes
Lion,Poor growth,Short stature,Enlargement of bones,Lameness,Weigth bearing long bones,Mammals,Diurnal,37.3 °C,Yes
Lion,Thicked skin,Hair tining,Hair loss,Scabbing,Itchiness,Mammals,Diurnal,37.3 °C,Yes
Lion,Fever,Chills,Headache,Nausea,Pain,Mammals,Diurnal,37.3 °C,Yes
Lion,Fever,Poor coat condition,Infection of the skin,Weight loss,Fatique,Mammals,Diurnal,37.3 °C,Yes
Lion,Vomiting,Bloody diarrhea,Lethargy,Dehydration,Anorexia,Mammals,Diurnal,37.3 °C,Yes
Lion,Fever,Diarrhea,Muscle weakness,Muscle pain,Abdonormal discomfort,Mammals,Diurnal,37.3 °C,Yes
Lion,Upset stomach,Loss of appetite,Nause,Weight loss,Abdonormal pain,Mammals,Diurnal,37.3 °C,Yes
Lion,Fever,Muscle Loss,Skeleten pain,Weight loss,Wasting,Mammals,Diurnal,37.3 °C,Yes
Lion,Fever,Chills,Sweat,Head ache,Fatique,Mammals,Diurnal,37.3 °C,Yes
Lion,Oedema,Swelling of face or leg,Swelling of neck,Weight loss,Pain,Mammals,Diurnal,37.3 °C,Yes
Lion,Weakness,Stiffness,Trembling,White mark on the muscle,Loss of vitamin E,Mammals,Diurnal,37.3 °C,Yes
Lion,Facial edema,Loss of earing,Vomiting,Head ache,Throat and Ear pain,Mammals,Diurnal,37.3 °C,Yes
Lion,General malaise,Hepatic failure,Vomiting,Weight loss,Abdonormal pain,Mammals,Diurnal,37.3 °C,Yes
Lion,Fever,Loss of appetite,Weakness,Weight loss,Vomitting,Mammals,Diurnal,37.3 °C,Yes
Monkey,Fever,Hepatitis,Skin rashes,Weight loss,Pain,Mammals,Diurnal,37.3 °C,No
Monkey,Sneezing,Epistaxis,Coughing,Difficulty in breathing,Nasal Discharge,Mammals,Diurnal,37.3 °C,No
Monkey,Sneezing,Unilateral Nasal discharge,Gagging,Retching,Weight loss,Mammals,Diurnal,37.3 °C,Yes
Monkey,Fever,Depression,Coughing,Weight loss,Anorexia,Mammals,Diurnal,37.3 °C,Yes
Monkey,Shallow breathing,Halitosis,Coughing,Lethargy,Nasal Discharge,Mammals,Diurnal,37.3 °C,Yes
Monkey,Dyspnea,Sneezing,Coughing,Difficulty in breathing,Infection,Mammals,Diurnal,37.3 °C,Yes
Monkey,Dyspnea,Sneezing,Coughing,Difficulty in breathing,Pain,Mammals,Diurnal,37.3 °C,Yes
Monkey,Fever,Rhinorrhea,Coughing,Sneezing,Dehydration,Mammals,Diurnal,37.3 °C,Yes
Monkey,Fever,Rhinorrhea,Coughing,Facial edema,Dyspnea,Mammals,Diurnal,37.3 °C,Yes
Monkey,Fever,Rhinorrhea,Coughing,Sneezing,Nasal Discharge,Mammals,Diurnal,37.3 °C,Yes
Monkey,Mortality,Painfull,Coughing,Weight loss,Nasal Discharge,Mammals,Diurnal,37.3 °C,Yes
Monkey,Skin rashes,Diarrhea,Death,Facial edema,Pain,Mammals,Diurnal,37.3 °C,Yes
Monkey,Fever,Dyspnea,Coughing,Lethargy,Weightloss,Mammals,Diurnal,37.3 °C,Yes
Monkey,Fever,Dyspnea,Coughing,weakness,Anorexia,Mammals,Diurnal,37.3 °C,Yes
Monkey,Facial edema,Dyspnea,Conjuctivtis,Weakness,Pharyngitis,Mammals,Diurnal,37.3 °C,Yes
Monkey,Fever,PneumoniaÂ ,Congestion,Lethargy,Nasal Discharge,Mammals,Diurnal,37.3 °C,Yes
Monkey,Fever,Death,Coughing,Weight loss,Nasal Discharge,Mammals,Diurnal,37.3 °C,Yes
Monkey,Sneezing,Convulsion,Seizuers,Weight loss,Nasal Discharge,Mammals,Diurnal,37.3 °C,Yes
Monkey,Fever,Death,Coughing,Dyspnea,Anorexia,Mammals,Diurnal,37.3 °C,Yes
Monkey,Dyspnea,Difficulty in breathing,Coughing,Lethargy,Nasal Discharge,Mammals,Diurnal,37.3 °C,Yes
Monkey,Air sacculitis,Halitosis,Coughing,Enteritis,Weight loss,Mammals,Diurnal,37.3 °C,Yes
Monkey,Fever,Convulsion,Sudden death,Urine retention,Weight loss,Mammals,Diurnal,37.3 °C,Yes
Monkey,Dyspnea,Neurologic sign,Coughing,Depression,Anorexia,Mammals,Diurnal,37.3 °C,Yes
Monkey,Fever,Dyspnea,Coughing,Lethargy,Anorexia,Mammals,Diurnal,37.3 °C,Yes
Monkey,Labored breathing,Dyspnea,Coughing,Depression,Anorexia,Mammals,Diurnal,37.3 °C,Yes
Monkey,Blood from mouth,Diarrhea,Coughing,Lethargy,Weight loss,Mammals,Diurnal,37.3 °C,Yes
Monkey,Hemopytsis,Diarrhea,Asymptomatic,Death,Epistaxis,Mammals,Diurnal,37.3 °C,Yes
Monkey,Restlessness,Weakness,Blue straws,Death,Pain,Mammals,Diurnal,37.3 °C,Yes
Mule deer,wasting,stumbling,listlessness,drooling,urination problem,Mammals,Diurnal,37.3 °C,Yes
mules,weight loss,dull ness,muscles problem,self-isolation,recumbency,Mammals,Diurnal,37.3 °C,Yes
Owl,Gasping,coughingÂ ,mild weakness,droopy wings,twisted neck,Aves,Nocturnal,39.7 °C,Yes
Owl,Bad breath,Pawing at the face or nose,coughÂ ,Sneezing,Bleeding from the nose,Aves,Nocturnal,39.7 °C,Yes
Owl,coughÂ ,gasping for air,Weight loss,gasping for breath,extending its neck,Aves,Nocturnal,39.7 °C,Yes
Owl,Sudden death,loss of appetite,Â rapid heartbeats,fluffed feathers,lack of vocalizations,Aves,Nocturnal,39.7 °C,Yes
Owl,Egg production stops,Broody behavior,loss of appetite,Weight loss,Constipation,Aves,Nocturnal,39.7 °C,Yes
Owl,Continuous loss of weight,Regurgitation of food,wheezing,Excessive food intake,Undigested seeds,Aves,Nocturnal,39.7 °C,Yes
Rabbit,Most often none,Sneezing,Nasal Discharge,Dyspnea,Pain,Mammals,Diurnal,37.3 °C,Yes
Rabbit,Fever,Diarrhea,Vomiting,Blood from mouth,Shock,Mammals,Diurnal,37.3 °C,Yes
Rabbit,Discomfort,Diarrhea,Dry or dull hair,Grinding teeth,Pain,Mammals,Diurnal,37.3 °C,Yes
Rabbit,Loss of appetite,Swelling,Nasal Discharge,Blindness,Lethargy,Mammals,Diurnal,37.3 °C,Yes
Rabbit,Rhinitis,PneumoniaÂ ,abscessess,Torticollis,Septicemia,Mammals,Diurnal,37.3 °C,Yes
Rabbit,Fever,Diarrhea,Enteritis,Weight loss,Stomach  cramps,Mammals,Diurnal,37.3 °C,Yes
Rabbit,Immediate death,Difficulty in breathing,Blue colored lip,Bloody discharge,Neurologic abnormalities,Mammals,Diurnal,37.3 °C,Yes
Rabbit,Fever,Pox lession on skin,Skin reashes,Nasal discharge,Mortality varies,Mammals,Diurnal,37.3 °C,Yes
Rabbit,Red on affected area,Horny growth,Wart-like growth,Red skin,Lesions on ear,Mammals,Diurnal,37.3 °C,Yes
Rabbit,Fever,Chills,Skin ulcer,Exhaustion,Swollen and painfull,Mammals,Diurnal,37.3 °C,Yes
Rabbit,Watering Diarrhea,Depression,Emaciation,Ruffled Coat,Lethargy,Mammals,Diurnal,37.3 °C,Yes
Snake,loss of appetite,lathargy,abortion,gurgling sound,Depression,Ectotherms,Diurnal,32.4 °C,Yes
Tiger,feline infections,lymphosarcoma,difficulty breating,stomatitis,anaemia,Mammals,Diurnal,37.3 °C,Yes
Tiger,Wether restless,Kicking,Normal appetite,Attempt to urinate,Pains,Mammals,Diurnal,37.3 °C,Yes
Tiger,Inability to stand,Pains to Walk,Depression,Weakness,Stiffness,Mammals,Diurnal,37.3 °C,Yes
Tiger,Fever,Succumb,Sluggish,Anorexia,Pains,Mammals,Diurnal,37.3 °C,Yes
Tiger,Listless,Bottle jaw,Malpresentation,Death,Oxygen defiency,Mammals,Diurnal,37.3 °C,Yes
Tiger,Fetopelvic dispropotion,Uteria inertia,Malpresentation,Death,Pains,Mammals,Diurnal,37.3 °C,Yes
Tiger,Fetopelvic dispropotion,Uteria inertia,Malpresentation,Death,Pains,Mammals,Diurnal,37.3 °C,Yes
Tiger,Fetopelvic dispropotion,Uteria inertia,Malpresentation,Death,Pains,Mammals,Diurnal,37.3 °C,Yes
Tiger,Fetopelvic dispropotion,Uteria inertia,Malpresentation,Death,Pains,Mammals,Diurnal,37.3 °C,Yes
Tiger,Fetopelvic dispropotion,Uteria inertia,Malpresentation,Death,Pains,Mammals,Diurnal,37.3 °C,Yes
Tiger,Fetopelvic dispropotion,Uteria inertia,Malpresentation,Death,Pains,Mammals,Diurnal,37.3 °C,Yes
Tiger,Fetopelvic dispropotion,Uteria inertia,Malpresentation,Death,Pains,Mammals,Diurnal,37.3 °C,Yes
Tiger,Fetopelvic dispropotion,Uteria inertia,Malpresentation,Death,Pains,Mammals,Diurnal,37.3 °C,Yes
Tiger,Fetopelvic dispropotion,Uteria inertia,Malpresentation,Death,Pains,Mammals,Diurnal,37.3 °C,Yes
Tiger,Fetopelvic dispropotion,Uteria inertia,Malpresentation,Death,Pains,Mammals,Diurnal,37.3 °C,Yes
Tiger,Fetopelvic dispropotion,Uteria inertia,Malpresentation,Death,Pains,Mammals,Diurnal,37.3 °C,Yes
Tiger,Fetopelvic dispropotion,Uteria inertia,Malpresentation,Death,Pains,Mammals,Diurnal,37.3 °C,Yes
Turtle,Bubbles in the mouth,Wheezing,loss of appetite,Lethargy,Nasal Discharge,Ectotherms,Diurnal,27.2 °C,Yes
Turtle,Changes in outer layer skin,Swelling of eye,loss of appetite,Lethargy,Respiratory infection,Ectotherms,Diurnal,27.2 °C,Yes
Turtle,Red Tinge,Slim over the shell,Bad smell,Easily damage shell,Flaking of the Scutes,Ectotherms,Diurnal,27.2 °C,Yes
Turtle,Passing of undigested food,Diarrhea,Vomiting,Gas or bloating,Dehydration,Ectotherms,Diurnal,27.2 °C,Yes
White-tailed deer,wasting,stumbling,listlessness,drooling,drooping ears,Mammals,Diurnal,37.3 °C,Yes
